Family,Accuracy Mean,Accuracy Std Dev,F1 Score Mean,F1 Score Std Dev,Precision Mean,Precision Std Dev,Recall Mean,Recall Std Dev,FPR Mean,FPR Std Dev,TPR Mean,TPR Std Dev,Query Time Mean,Query Time Std Dev
murofet,0.9409898989898989,0.020536563335407914,0.9430061576491024,0.01974902332614715,0.9135415479941512,0.02799825277958604,0.9753333333333334,0.027656624683588715,0.09336054421768708,0.03315631463877958,0.9753333333333334,0.027656624683588715,1.4823689806172338,0.2403562633173604
murofetweekly,0.9536296296296296,0.020589250642138086,0.9559412646392006,0.018807793329457752,0.9178736910231932,0.033618106671259466,0.998,0.006000000000000007,0.09073469387755104,0.0402611425591301,0.998,0.006000000000000007,1.7127609172477467,0.43282451305500486
mydoom,0.8296666666666666,0.035728917637616105,0.8149687309945285,0.04188992097875208,0.8887996857564147,0.03803435900042955,0.7546666666666667,0.059538969498042944,0.09533333333333334,0.037481847458321595,0.7546666666666667,0.059538969498042944,1.4154714992841086,0.22105697395363008
necurs,0.9006363636363637,0.030534404566962707,0.89950358768062,0.0344239329757747,0.9032522163916245,0.028504486866211015,0.8986122448979591,0.06171968446313599,0.09733333333333336,0.031721006008987515,0.8986122448979591,0.06171968446313599,1.456749956131784,0.23637513465719814
nymaim,0.5905353535353535,0.030794666726994303,0.40214120758892485,0.06115721757390422,0.7466572059554292,0.08033720512649181,0.27799999999999997,0.05375251932080331,0.09676190476190479,0.040134015859678726,0.27799999999999997,0.05375251932080331,1.3514231689433855,0.2007813833869179
oderoor,0.8489225589225586,0.02497082381891397,0.8388307602408678,0.027809709868896474,0.8992484421889594,0.03426377839208829,0.7873333333333332,0.03881007887420768,0.0894013605442177,0.03288176427115187,0.7873333333333332,0.03881007887420768,1.3873557235488188,0.21692194774816015
padcrypt,0.9266666666666669,0.024675674031095638,0.9283061185692245,0.023712275001112375,0.910759967535664,0.03333981898367326,0.9473333333333335,0.02606828639468952,0.09400000000000003,0.03834927204871908,0.9473333333333335,0.02606828639468952,1.4885127240022022,0.22798841032419884
pitou,0.7929191919191918,0.07711369983190489,0.7583288124866144,0.10664769148049841,0.8742811562368918,0.05048089425329905,0.6830884353741495,0.15309643797506667,0.09733333333333334,0.04186751591495355,0.6830884353741495,0.15309643797506667,1.3767909600196866,0.21276397216110998
proslikefan,0.7489999999999998,0.03524674925909244,0.703190661904007,0.04888714137007003,0.8582711003879501,0.04959064776145852,0.5986666666666667,0.06238233368154445,0.10066666666666668,0.04210568713236834,0.5986666666666667,0.06238233368154445,1.3645744712352754,0.2077804060243337
pushdo,0.8916666666666669,0.027818858511608438,0.8903022199125011,0.028280680606035773,0.9021569062579405,0.03534914190593479,0.88,0.03829708431025353,0.09666666666666669,0.03797660098300298,0.88,0.03829708431025353,1.4141662975152336,0.21488238690257905
pykspa,0.7789461279461278,0.040527913506311596,0.7470776556643195,0.04913110548405184,0.8723727082612,0.05472952477577542,0.6553333333333332,0.05743015081141806,0.09738775510204084,0.04666642073674314,0.6553333333333332,0.05743015081141806,1.3891436719468946,0.21552910263761788
qadars,0.9182794612794613,0.023401382882929683,0.9190474942444172,0.023546113266746802,0.9098345519411353,0.02568392018456711,0.9293061224489796,0.03489853999596235,0.09273469387755105,0.028994611418728482,0.9293061224489796,0.03489853999596235,1.443579041264274,0.2274594719336018
qakbot,0.9165589225589227,0.029046706191693417,0.9176072273209445,0.028018701428951888,0.9093668424953005,0.0397409228980755,0.9271972789115649,0.032154611103621465,0.09410884353741497,0.04463232282579052,0.9271972789115649,0.032154611103621465,1.545411919271103,0.27324794846554873
qsnatch,0.5825589225589225,0.05033636025695058,0.3802762594038201,0.11048671982782643,0.7128966123324271,0.11039385204875829,0.2636326530612245,0.09041071847251349,0.09878911564625853,0.03566382959986186,0.2636326530612245,0.09041071847251349,1.3444405299156201,0.2056775632188459
ramdo,0.9213030303030304,0.025746750877807215,0.9219589975931518,0.026476066989054324,0.9122557674410615,0.027798551670001177,0.9333061224489795,0.04298207898948057,0.09070748299319731,0.03251308148111839,0.9333061224489795,0.04298207898948057,1.4369871590482668,0.23532449003968078
ramnit,0.9302962962962963,0.023427665560395078,0.9322550806764442,0.021661539357454494,0.9109796890865034,0.03380210558817896,0.955292517006803,0.019136062885870574,0.09470748299319728,0.04027539286113708,0.955292517006803,0.019136062885870574,1.4802304689065375,0.22887571853811037
ranbyus,0.9495954785954787,0.01930721568372432,0.952227969366509,0.017500543169921636,0.9121406210867804,0.031610251128285416,0.9966666666666667,0.007453559924999306,0.09762301587301588,0.038543450603236495,0.9966666666666667,0.007453559924999306,1.5033532642394847,0.24558403160632206
rovnix,0.7711750841750841,0.03588997045806185,0.7340400717667153,0.049564990705268944,0.8721834256240135,0.04152456950957411,0.636408163265306,0.06397481456412756,0.09408163265306123,0.03359223348886633,0.636408163265306,0.06397481456412756,1.4047246883629951,0.21679073971504112
shiotob,0.9310000000000002,0.02467792535850611,0.9326502163717323,0.0238616812263065,0.9122393016569385,0.033066141039989616,0.9553333333333335,0.0345189159093323,0.09333333333333334,0.03841296077570116,0.9553333333333335,0.0345189159093323,1.4472661679585774,0.22731759127484025
simda,0.7137912457912456,0.03505969017069855,0.6451794701330547,0.055210793090210146,0.8473185868993467,0.054613723277737815,0.5246666666666667,0.06646970905775217,0.0967482993197279,0.043482893157147824,0.5246666666666667,0.06646970905775217,1.5593202920433646,0.23593938199551123
sisron,0.8650000000000003,0.0582380173655205,0.8566461878034463,0.06805085703942018,0.8941227603083671,0.04094292721234273,0.8273333333333334,0.10475155793060498,0.09733333333333334,0.036417334089993765,0.8273333333333334,0.10475155793060498,1.4238108119964596,0.20868263666150805
sphinx,0.9513299663299661,0.01909525689955001,0.9538638657808046,0.01732986854795846,0.9135328149084967,0.03286404818259459,0.9986666666666667,0.004988876515698592,0.0960136054421769,0.039436920192328626,0.9986666666666667,0.004988876515698592,1.4816218331012663,0.23626719763518486
suppobox,0.5268451178451179,0.022752334604347564,0.24015507004597816,0.039793125781905296,0.6154921766686473,0.09863230177415558,0.15010884353741494,0.027249228086347187,0.09666666666666669,0.035055511533693094,0.15010884353741494,0.027249228086347187,1.4251667115760573,0.22686459034078207
symmi,0.9519730639730639,0.019724296563715434,0.95453631858539,0.017950838647905983,0.9135912802301316,0.03288863687130757,1.0,0.0,0.09610884353741497,0.039434955798282975,1.0,0.0,1.4620214518368848,0.2209873103693705
tempedreve,0.8592323232323232,0.03004666642149488,0.8530841581342063,0.032643140174355455,0.8922180596310627,0.03688368213494373,0.8186666666666667,0.0449987654151632,0.10016326530612246,0.03809595723325116,0.8186666666666667,0.0449987654151632,1.4780138212711322,0.2247524824852928
tinba,0.9235993265993268,0.028814878747677637,0.925922961482885,0.02764521982568489,0.902234907445828,0.03715986894227868,0.9520000000000002,0.03249615361854383,0.10491156462585034,0.04427828187210788,0.9520000000000002,0.03249615361854383,1.4429658143584576,0.21386087413651725
tinynuke,0.8834808630522915,0.029954106030455174,0.8808240447129486,0.031631834524097305,0.8991618374919806,0.03572114357611988,0.8649251700680273,0.047762303466938785,0.09801360544217688,0.03697588744692127,0.8649251700680273,0.047762303466938785,1.6605452520588473,0.33580535768808584
vawtrak,0.8482861952861952,0.03315901243490452,0.8386964758200623,0.038280756863338275,0.8927840566404105,0.036056097444686436,0.7926666666666666,0.055011109989003326,0.09606802721088435,0.03480438316785606,0.7926666666666666,0.055011109989003326,1.42576322007982,0.21253562379200863
vidro,0.8752794612794612,0.02426478953360153,0.8712473481292258,0.025446503965989537,0.9005181311601511,0.03370727493961839,0.8451836734693877,0.03676629781855282,0.09466666666666668,0.03685406656289401,0.8451836734693877,0.03676629781855282,1.4442316597471334,0.22698885543122901
virut,0.6367643097643098,0.03197579990081401,0.5045746198829218,0.05755737550925532,0.7927692742342575,0.06445633023684282,0.3729251700680273,0.056023371626097065,0.09941496598639457,0.039197656707513545,0.3729251700680273,0.056023371626097065,1.324654275215836,0.20631957533239165
zeus-newgoz,0.953276094276094,0.019581665155612417,0.9556161808673646,0.017767484305251647,0.9166977956227347,0.03242720670754814,0.9986666666666667,0.004988876515698592,0.09208163265306123,0.039252575474518325,0.9986666666666667,0.004988876515698592,1.5893700557549795,0.31564661089489865
zloader,0.9372929292929294,0.017088576704840895,0.9394920230738101,0.015883013067360403,0.9101339737802927,0.02687961336895711,0.9713197278911565,0.013341355354366043,0.09666666666666669,0.03144660377352202,0.9713197278911565,0.013341355354366043,1.567237052088234,0.2718769093157259
