Family,Accuracy Mean,Accuracy Std Dev,F1 Score Mean,F1 Score Std Dev,Precision Mean,Precision Std Dev,Recall Mean,Recall Std Dev,FPR Mean,FPR Std Dev,TPR Mean,TPR Std Dev,Query Time Mean,Query Time Std Dev
alureon,0.9316666666666666,0.023106035767497802,0.9330276689913758,0.02237017954243501,0.9171135730908591,0.03380704945512673,0.9506666666666668,0.029992591677871962,0.08733333333333335,0.03776535743538279,0.9506666666666668,0.029992591677871962,0.02733586939175919,0.00030367043982784485
bamital,0.9563333333333333,0.018882678717691385,0.958474947466683,0.017394256697438132,0.9207990199979843,0.03221996556222528,1.0,0.0,0.08733333333333335,0.03776535743538279,1.0,0.0,0.027530396540959626,0.0004736424218928594
banjori,0.792,0.034389921004077145,0.7622678151896546,0.04531480905588988,0.8865653214819201,0.04488490639313271,0.6713333333333333,0.06103186781419103,0.08733333333333335,0.03776535743538279,0.6713333333333333,0.06103186781419103,0.02762797975540156,0.0004937072954029943
bedep,0.947,0.01734935157289745,0.9489624560859967,0.01612031866034756,0.9196625173850812,0.032344365112739235,0.9813333333333334,0.02061283311165375,0.08733333333333335,0.03776535743538279,0.9813333333333334,0.02061283311165375,0.0276290045579274,0.0005415531195703134
charbot,0.7613333333333334,0.040639335077675136,0.717524818794839,0.054042691740621894,0.8752398836531963,0.05052759537413413,0.61,0.06191391873668903,0.08733333333333335,0.03776535743538279,0.61,0.06191391873668903,0.027553026994069373,0.0003624139089297629
chinad,0.9516666666666667,0.018089284734953498,0.953756309980486,0.016724067968020628,0.9202063419617252,0.03219599205580976,0.9906666666666666,0.012364824660660948,0.08733333333333335,0.03776535743538279,0.9906666666666666,0.012364824660660948,0.027821115016937206,0.0006514940022410318
conficker,0.8713333333333334,0.03575223380744514,0.8651412120540447,0.03987859701324916,0.9057198357151715,0.03942955050805764,0.8299999999999998,0.056745043836444437,0.08733333333333335,0.03776535743538279,0.8299999999999998,0.056745043836444437,0.02763423832257584,0.000477269777817256
corebot,0.9563333333333333,0.018882678717691385,0.958474947466683,0.017394256697438132,0.9207990199979843,0.03221996556222528,1.0,0.0,0.08733333333333335,0.03776535743538279,1.0,0.0,0.027550174792607577,0.0003190506092577232
cryptolocker,0.9503333333333336,0.021367160680716448,0.9523842167612944,0.02011088908122848,0.9198563391495651,0.03262074032906154,0.988,0.016812693617224667,0.08733333333333335,0.03776535743538279,0.988,0.016812693617224667,0.027817512273788408,0.0007415334756862366
deception,0.9556666666666668,0.018740923729160794,0.9577956562365891,0.017294420534597642,0.920725028137089,0.03217049783873716,0.9986666666666667,0.00718021974284601,0.08733333333333335,0.03776535743538279,0.9986666666666667,0.00718021974284601,0.027581009149551347,0.0004430454777481151
